raman_shift_cm-1,intensity_norm
1412.0,0.32379999207138566
1413.0,0.27824922353785575
1414.0,0.23780633837220352
1415.0,0.20434714433401
1416.0,0.17771665184100466
1417.0,0.15696290213497513
1418.0,0.1410077530013942
1419.0,0.12891294864026007
1420.0,0.11994822583972907
1421.0,0.11358399276820133
1422.0,0.10946426487669615
1423.0,0.10738120237383852
1424.0,0.10725769351243349
1425.0,0.10913798914645609
1426.0,0.11318184326546588
1427.0,0.11964996885247409
1428.0,0.12885202717183372
1429.0,0.14099735649118972
1430.0,0.15585561841752388
1431.0,0.1721905419419552
1432.0,0.18730225687577312
1433.0,0.19767488151626317
